"About the data: Exported on Oct 14, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 1999 or 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007 or 2008 or 2009 or 2010 or 2011; Fields of Research (ANZSRC 2020) is 38 Economics or 35 Commerce, Management, Tourism and Services or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
803,pub.1072710821,10.5210/fm.v8i12.1107,,,Effective use: A community informatics strategy beyond the Digital Divide,,,First Monday,,,2003-12-01,2003,2003-12-01,,8,12,,Closed,Article,"Gurstein, Michael","Gurstein, Michael ()",,"Gurstein, Michael ()",187,17,,74.13,,https://app.dimensions.ai/details/publication/pub.1072710821,"46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
802,pub.1109866670,10.17705/1cais.01305,,,A Community Initiative that Diminished the Digital Divide,,,Communications of the Association for Information Systems,,,2004,2004,2004,,13,,,All OA; Bronze,Article,"Sipior, Janice; Volonino, Linda","Sipior, Janice (); Volonino, Linda ()",,"Sipior, Janice (); Volonino, Linda ()",9,0,,1.35,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=3223&context=cais,https://app.dimensions.ai/details/publication/pub.1109866670,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4609 Information Systems",
802,pub.1102572432,10.2307/25149431,,,"Digital Divide: Civic Engagement, Information Poverty, and the Internet Worldwide",,,Labour / Le Travail,,,2003,2003,,2003,52,,339,Closed,Article,"Cuneo, Carl; Norris, Pippa","Cuneo, Carl (); Norris, Pippa ()",,"Cuneo, Carl (); Norris, Pippa ()",1,0,,0.52,,https://app.dimensions.ai/details/publication/pub.1102572432,"35 Commerce, Management, Tourism and Services; 3505 Human Resources and Industrial Relations; 43 History, Heritage and Archaeology; 4303 Historical Studies",
802,pub.1061040517,10.1108/et.2001.00443bad.003,,,Learning to Bridge the Digital Divide,,,Education + Training,,,2001-03-01,2001,,2001-03-01,43,2,,Closed,Article,,,,,4,1,,,,https://app.dimensions.ai/details/publication/pub.1061040517,"35 Commerce, Management, Tourism and Services; 39 Education",
802,pub.1092398370,10.28945/1415,,,Exploring the Aspects of Digital Divide in a Developing Country,,,Issues in Informing Science and Information Technology,,,2011,2011,2011,,8,,231-244,All OA; Bronze,Article,"Acilar, Ali","Acilar, Ali ()",,"Acilar, Ali ()",35,7,,13.06,http://iisit.org/Vol8/IISITv8p231-244Acilar248.pdf,https://app.dimensions.ai/details/publication/pub.1092398370,44 Human Society; 4409 Social Work; 46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies,
802,pub.1072710536,10.5210/fm.v5i12.820,,,The digital divide in the liberal state: A Canadian perspective,,,First Monday,,,2000-12-04,2000,2000-12-04,,5,12,,Closed,Article,"Birdsall, William F.","Birdsall, William F. ()",,"Birdsall, William F. ()",12,1,,4.58,,https://app.dimensions.ai/details/publication/pub.1072710536,"46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
801,pub.1067500427,10.1504/ijtpm.2004.004564,,,The digital divide and sustainable development in Africa,,,International Journal of Technology Policy and Management,,,2004,2004,,2004,4,1,18,Closed,Article,"Cunningham, Peter","Cunningham, Peter ()",,"Cunningham, Peter ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1067500427,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 3507 Strategy, Management and Organisational Behaviour; 44 Human Society; 4407 Policy and Administration",
801,pub.1050389168,10.1080/1369118x.2011.586434,,,"Digital Divides: Youth, Equity, and Information Technology",,,Information Communication & Society,,,2011-05-25,2011,2011-05-25,2012-03,15,2,325-327,Closed,Article,"Kaun, Anne","Kaun, Anne ()",,"Kaun, Anne ()",1,0,,0.35,,https://app.dimensions.ai/details/publication/pub.1050389168,"46 Information and Computing Sciences; 4609 Information Systems; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
800,pub.1061403584,10.1109/mic.2005.78,,,Digital-divide efforts are getting more attention,"Worldwide efforts to mitigate the digital divide between technology-haves and have-nots have moved forward in recent months. From small projects that are flourishing with donated equipment and nascent agreements with local telecommunications providers to a proposal to distribute 100 million to 200 million new laptops to schoolchildren in developing nations within two years, a new sense of possibility is enlivening the Internet community.",,IEEE Internet Computing,,,2005-07,2005,,,9,4,8-11,Closed,Article,"Goth, G.","Goth, G. ()",,"Goth, G. ()",2,0,,0.52,,https://app.dimensions.ai/details/publication/pub.1061403584,"40 Engineering; 4009 Electronics, Sensors and Digital Hardware; 46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software",
800,pub.1138831947,10.5070/d441000622,,,The Discourse on the Digital Divide: Are We Being Co-opted?,,,InterActions UCLA Journal of Education and Information Studies,,,2008-02-08,2008,2008-02-08,,4,1,,All OA; Bronze,Article,"Kucukaydin, Ilhan; Tisdell, Elizabeth J.","Kucukaydin, Ilhan (); Tisdell, Elizabeth J. ()",,"Kucukaydin, Ilhan (); Tisdell, Elizabeth J. ()",1,0,,0.65,https://escholarship.org/content/qt85m2z8j2/qt85m2z8j2.pdf?t=lnqus4,https://app.dimensions.ai/details/publication/pub.1138831947,46 Information and Computing Sciences; 4610 Library and Information Studies,
800,pub.1067469056,10.1504/ijlic.2005.008096,,,Digital publishing and the new era of digital divide,,,International Journal of Learning and Intellectual Capital,,,2005,2005,,2005,2,4,346,All OA; Green,Article,"Ahmed, Allam","Ahmed, Allam ()",,"Ahmed, Allam ()",7,0,,1.03,http://eprints.rclis.org/28605/1/Article.018.pdf,https://app.dimensions.ai/details/publication/pub.1067469056,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 3507 Strategy, Management and Organisational Behaviour",
800,pub.1061006134,10.1108/00242531111127938,,,Google and the Digital Divide: The Bias of Online Knowledge,,,Library Review,,,2011-04-19,2011,,2011-04-19,60,4,352-353,Closed,Article,"Wallis, Jake","Wallis, Jake (School of Information Studies, Charles Sturt University, Wagga Wagga, Australia)",,"Wallis, Jake (Charles Sturt University)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1061006134,46 Information and Computing Sciences; 4610 Library and Information Studies,
800,pub.1095827678,10.1109/hicss.2007.457,,,Re-conceptualizing the digital divide: a knowledge-based approach,Determining a robust conceptualization of the digital divide has proved to be a difficult challenge for scholars. This paper argues that a knowledge-based approach provides an effective means to understand and develop responses to various forms of disadvantage related to access and use of information and communication technologies (ICTs). In developing this idea one area of social network analysis is used to make the claim that social networks are used by people to configure an ontology to negotiate the uncertainty of their day-to-day existence. It follows then that digital divide factors can be understood in terms of ICT facilitated knowledge development and related processes. The paper investigates this idea by using Nonaka and Takeuchi's knowledge management framework to analyze five case study examples,,2016 49th Hawaii International Conference on System Sciences (HICSS),2007 40th Annual Hawaii International Conference on System Sciences (HICSS'07),,2007-01,2007,,,,,67-67,All OA; Green,Proceeding,"Tibben, W.","Tibben, W. (Sch. of Inf. Technol. & Comput. Sci., Wollongong Univ., NSW)",,"Tibben, W. (University of Wollongong)",4,0,,1.04,https://ro.uow.edu.au/cgi/viewcontent.cgi?article=1477&context=infopapers,https://app.dimensions.ai/details/publication/pub.1095827678,46 Information and Computing Sciences; 4609 Information Systems,
800,pub.1037953006,10.3923/itj.2010.1739.1746,,,Gender Digital Divide: Comparative Assessment of the Information Communications Technologies and Literacy Levels of Students in Nigeria,"The Information Communications Technologies (ICTs) are driving development. Their adoption and integration has become imperative for national development. This study investigated for comparison the ICTs literacy levels of boy and girl-students of senior secondary Grade III in Nigeria, using Enugu State as the case study. Although, ICTs literacy levels were generally poor, the boy-students were better all-round than the girl-students in ICTs literacy parameters tested, namely, ability to process words, access the web for browsing and managing web contents, thereby establishing existence of gender digital divide in the system. The implications of the poor literacy levels and the observed gender digital divide for development were given and recommendations were proffered for narrowing the divide.",,Information Technology Journal,,,2010-11-01,2010,,2010-11-01,9,8,1739-1746,Closed,Article,"Eneh, Onyenekenwa Cyprian","Eneh, Onyenekenwa Cyprian ()",,"Eneh, Onyenekenwa Cyprian ()",4,2,,1.15,,https://app.dimensions.ai/details/publication/pub.1037953006,"35 Commerce, Management, Tourism and Services; 3505 Human Resources and Industrial Relations; 3507 Strategy, Management and Organisational Behaviour",
800,pub.1084809239,10.1016/s1474-7979(02)12026-6,,,"Advertising, technology, and the digital divide: A global perspective","The primary purpose of this paper is to examine the digital divide so advertisers recognize opportunities, threats, and responsibilities in their use of the Internet to promote goods and services worldwide. Through data collected by a variety of international organizations and in cooperation with the United Nations, this research explores the diffusion of information and communications technology within the context of vast socioeconomic inequalities across and inside nations. The paper opens with a brief discussion of the impact of the technological revolution on advertising, followed by a look at the digital divide. Data descriptions are presented in the next section, along with findings that provide regional comparisons. The paper closes with implications for advertising practice as well as global policy.",,Advances in International Marketing,New Directions in International Advertising Research,,2002-09-26,2002,,2002-09-26,12,,175-193,Closed,Chapter,"Hill, Ronald Paul; Dhanda, Kanwalroop Kathy","Hill, Ronald Paul (); Dhanda, Kanwalroop Kathy ()",,"Hill, Ronald Paul (); Dhanda, Kanwalroop Kathy ()",2,0,,0.23,,https://app.dimensions.ai/details/publication/pub.1084809239,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 3506 Marketing",
800,pub.1061386909,10.1109/mc.2003.1250898,,,"The digital divide, the UN, and the computing profession","The term digital divide usually refers to the great disparities between and within societies in the use of digital technology. In December 2003, the United Nations held a World Summit on the Information Society to adopt a declaration that embodies, in its draft form at least, ""the ambitious vision"" of ""bridging the digital divide."" The declaration's hopes focus on the rapid pace of development of ICTs (information and communication technologies) unprecedented in history - which allows for the development of applications that make it possible that no one is left behind and that those who were left marginalised in previous development cycles can have a real opportunity to attain higher levels of development without having to follow the traditional path nor its time requirements. This article considers the shortcomings of this proposal.",,Computer,,,2003-12,2003,,2003-12,36,12,142-144,All OA; Green,Article,"Holmes, N.","Holmes, N. ()",,"Holmes, N. ()",0,0,,,https://eprints.utas.edu.au/1513/1/rz144.pdf,https://app.dimensions.ai/details/publication/pub.1061386909,46 Information and Computing Sciences,
799,pub.1018885824,10.1080/00048623.2010.10721470,,,Google and the Digital Divide: The Bias of Online Knowledge,,,Journal of the Australian Library and Information Association,,,2010-09,2010,2013-07-08,2010-09,41,3,224-225,All OA; Bronze,Article,"Gilbert, Catherine","Gilbert, Catherine ()",,"Gilbert, Catherine ()",0,0,,0.0,https://www.tandfonline.com/doi/pdf/10.1080/00048623.2010.10721470?needAccess=true,https://app.dimensions.ai/details/publication/pub.1018885824,46 Information and Computing Sciences; 4610 Library and Information Studies,
799,pub.1067463407,10.1504/ijiem.2006.010915,,,From digital divide to digital inequality: the global perspective,,,International Journal of Internet and Enterprise Management,,,2006,2006,,2006,4,3,215,Closed,Article,"Ho, Chin Chang; Tseng, Shu Fen","Ho, Chin Chang (); Tseng, Shu Fen ()",,"Ho, Chin Chang (); Tseng, Shu Fen ()",13,11,,3.37,,https://app.dimensions.ai/details/publication/pub.1067463407,46 Information and Computing Sciences; 4609 Information Systems,
799,pub.1003153587,10.4018/978-1-59904-939-7.ch102,,,"Digital Access, ICT Fluency, and the Economically Disadvantages","The digital divide is a complex phenomenon inextricably linked to income security and not easily addressed through programs that provide simple solutions of training and access. This chapter details the importance of digital access and fluency as they relate to economic disadvantage and explores a variety of models that are used to address the problem. The chapter argues that programs addressing digital divide issues require a multi-faceted approach to address a variety of needs that exist as a result of the condition. While there may be a clash between community, educational, and employer groups, the chapter proposes an alliance model of stakeholders working towards common goals as well as their own organizational interests.",,,Global Information Technologies,,2008,2008,,,,,1409-1422,Closed,Chapter,"Tan, Felix B.; Whybrow, Ellen","Tan, Felix B. (); Whybrow, Ellen (University of Alberta, Canada)",,"Tan, Felix B. (); Whybrow, Ellen (University of Alberta)",1,0,,0.27,,https://app.dimensions.ai/details/publication/pub.1003153587,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,
799,pub.1039271036,10.1111/j.1467-6435.2006.00329.x,,,Social Learning and Digital Divides: A Case Study of Internet Technology Diffusion,"The past few decades have witnessed a widening of the digital divide among countries in the world. Bridging this global digital divide has now become an important development policy of many governments in the developing world. Differing from previous studies that look at the Internet's popularity, this paper focuses on the speed of diffusion of such technologies over the period from 1997 to 2002 in order to highlight its role as a critical driving force in enhancing the social learning of a country. Our empirical results show that a country with better social learning can harmonize its heterogeneous populations, promote the sharing of knowledge as a result of using such technologies, and finally speed up the rate of information technology diffusion.",,Kyklos,,,2006-05,2006,,2006-05,59,2,307-321,Closed,Article,"Liu, Meng‐chun; San, Gee","Liu, Meng‐chun (Chung‐Hua Institution for Economic Research (CIER)); San, Gee (National Central University)",,"Liu, Meng‐chun (); San, Gee (National Central University)",36,2,,4.85,,https://app.dimensions.ai/details/publication/pub.1039271036,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context",4 Quality Education
799,pub.1067447247,10.1504/ijeb.2008.021876,,,ACM: a new index to measure the digital divide,,,International Journal of Electronic Business,,,2008,2008,,2008,6,6,590,Closed,Article,"Brandtweiner, Roman; Kerschbaum, Johann; Donat, Elisabeth","Brandtweiner, Roman (); Kerschbaum, Johann (); Donat, Elisabeth ()",,"Brandtweiner, Roman (); Kerschbaum, Johann (); Donat, Elisabeth ()",1,0,,0.19,,https://app.dimensions.ai/details/publication/pub.1067447247,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context",
799,pub.1063914078,10.1177/097215090400500208,,,Book Review: IT Experience in India—Bridging the Digital Divide,,,Global Business Review,,,2004-08,2004,2016-04-23,2004-08,5,2,243-246,Closed,Article,"Behl, Ramesh","Behl, Ramesh (International Management Institute, Delhi)",,"Behl, Ramesh (International Management Institute)",1,0,,0.24,,https://app.dimensions.ai/details/publication/pub.1063914078,"35 Commerce, Management, Tourism and Services; 3505 Human Resources and Industrial Relations; 3507 Strategy, Management and Organisational Behaviour",
799,pub.1061015345,10.1108/146366903322008287,,,"Digital Divide: Civic Engagement, Information Poverty and the Internet World-Wide",,,Info,,,2003-01-01,2003,,2003-01-01,5,1,77-78,Closed,Article,"Norris, Pippa","Norris, Pippa ()",,"Norris, Pippa ()",74,2,,16.61,,https://app.dimensions.ai/details/publication/pub.1061015345,38 Economics; 3801 Applied Economics,
799,pub.1048296711,10.1080/1072303x.2010.523669,,,From the Editor: Wikipedia and the Digital Divide,,,Journal of Library Resource Sharing,,,2010-11-04,2010,2010-11-15,2010-11-04,20,5,281-283,Closed,Article,"Donlan, Rebecca","Donlan, Rebecca ()",,"Donlan, Rebecca ()",2,0,,1.29,,https://app.dimensions.ai/details/publication/pub.1048296711,46 Information and Computing Sciences; 4610 Library and Information Studies,
799,pub.1042734858,10.1145/1498765.1498801,,,The impact of the digital divide on e-government use,,,Communications of the ACM,,,2009-04,2009,,2009-04,52,4,132-135,Closed,Article,"Bélanger, France; Carter, Lemuria","Bélanger, France (Virginia Tech); Carter, Lemuria (North Carolina A & T State University)",,"Bélanger, France (Virginia Tech); Carter, Lemuria (North Carolina Agricultural and Technical State University)",176,27,,,,https://app.dimensions.ai/details/publication/pub.1042734858,46 Information and Computing Sciences,
798,pub.1049331009,10.1007/0-387-34588-4_15,,,Web Accessibility: A Digital Divide for Disabled People?,"The focus of this paper is Web accessibility for disabled people. Much of the Web remains inaccessible or difficult to access by people across a spectrum of disabilities and this may have serious implications for the potential use of the Web for increasing social inclusion. The topic of disabled Web access is introduced through a consideration of four discourses: digital divide, social construction of disability, legal, and Web accessibility. The lack of dialogue between these permits a passive liberal approach toward disability discrimination to prevail and this political position has become inscribed in widely used automatic software tools resulting in a reinforcement of the view that Web site accessibility approval may, in many cases, be deemed an empty shell.",,IFIP Advances in Information and Communication Technology,Social Inclusion: Societal and Organizational Implications for Information Systems,,2006-01-01,2006,,2006-01-01,208,,217-228,All OA; Bronze,Chapter,"Adam, Alison; Kreps, David","Adam, Alison (University of Salford, Salford, UK); Kreps, David (University of Salford, Salford, UK)",,"Adam, Alison (University of Salford); Kreps, David (University of Salford)",8,1,,,https://link.springer.com/content/pdf/10.1007%2F0-387-34588-4_15.pdf,https://app.dimensions.ai/details/publication/pub.1049331009,46 Information and Computing Sciences,
798,pub.1047515269,10.1007/978-3-642-24010-2_16,,,Research on Electronic Commerce in Lowincome Countries,"As global electronic commerce becomes a larger part of the world economy, low income countries face the “digital divide”: the lack of information and communication technologies necessary for e-commerce. As defined by the Organization for Economic Cooperation and Development, the digital divide: Refers to the gap between individuals, households, businesses and geographic areas at different socio-economic levels with regard both to their opportunities to access information and communication technologies (ICTs) and to their use of the Internet for a variety of activities. The digital divide reflects various differences among and within countries. The ability of individuals and businesses to take advantage of the Internet varies significantly across the OECD area as well as between OECD and non-member countries.",,Communications in Computer and Information Science,Computing and Intelligent Systems,,2011,2011,,2011,233,,116-121,Closed,Chapter,"Liu, Hongming","Liu, Hongming (Department of Computer Science, Tonghua Normal Univercity, Tonghua city, Jilin Province, China)",,"Liu, Hongming (Tonghua Normal University)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1047515269,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4609 Information Systems",
798,pub.1040803820,10.1080/01972240903028490,,,Extracting Core ICT Indicators Using Entropy Method,"In this article a methodology is presented to extract indicators that appropriately measure the information society and the digital divide between countries and the relevant statistics that the majority of countries can collect. With the help of content analysis, the entropy method, and consideration of the diffusion aspects of digitalization, 37 reputable information society and digital divide models are analyzed to indentify “core information and communication technology (ICT) indicators.” To overcome the limitation of the nonexistence of data, the information and the knowledge embedded in information society and digital divide models are employed as proxies for experts' opinions for extracting the core ICT indicators. Comparison of the prior indicators and the proposed ones reveals that the former ignore three important dimensions: e-learning, e-government, and networked world enablers.","This research was partly supported by the Ministry of Information and Communication Technology—Iran Telecommunication Research Center (ITRC), Tehran, Iran, under contract T/500/6339.",The Information Society,,,2009-07-14,2009,,2009-07-14,25,4,236-247,Closed,Article,"Hanafizadeh, Payam; Hanafizadeh, Mohammad Reza; Khodabakhshi, Mohsen","Hanafizadeh, Payam (Department of Industrial Management, Allameh Tabataba'i University, Tehran, Iran); Hanafizadeh, Mohammad Reza (Department of Industrial Engineering, School of Engineering, Science and Research Branch, Islamic Azad University, Tehran, Iran); Khodabakhshi, Mohsen (Department of Industrial and Systems Engineering, Isfahan University of Technology, Isfahan, Iran)","Hanafizadeh, Payam (Allameh Tabataba'i University)","Hanafizadeh, Payam (Allameh Tabataba'i University); Hanafizadeh, Mohammad Reza (Islamic Azad University, Science and Research Branch); Khodabakhshi, Mohsen (Isfahan University of Technology)",17,3,,11.05,,https://app.dimensions.ai/details/publication/pub.1040803820,46 Information and Computing Sciences; 4610 Library and Information Studies,
798,pub.1014599600,10.4018/978-1-59904-949-6.ch049,,,"Digital Access, ICT Fluency, and the Economically Disadvantages","The digital divide is a complex phenomenon inextricably linked to income security and not easily addressed through programs that provide simple solutions of training and access. This chapter details the importance of digital access and fluency as they relate to economic disadvantage and explores a variety of models that are used to address the problem. The chapter argues that programs addressing digital divide issues require a multi-faceted approach to address a variety of needs that exist as a result of the condition. While there may be a clash between community, educational, and employer groups, the chapter proposes an alliance model of stakeholders working towards common goals as well as their own organizational interests.",,,Information Communication Technologies,,2008,2008,,,,,764-777,Closed,Chapter,"Van Slyke, Craig; Whybrow, Ellen","Van Slyke, Craig (); Whybrow, Ellen (University of Alberta, Canada)",,"Van Slyke, Craig (); Whybrow, Ellen (University of Alberta)",1,0,,0.27,,https://app.dimensions.ai/details/publication/pub.1014599600,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,
797,pub.1072710714,10.5210/fm.v7i11.1004,,,Exploring the Future of the Digital Divide through Ethnographic Futures Research,,,First Monday,,,2002-11-04,2002,2002-11-04,,7,11,,Closed,Article,"Mitchell, Matthew","Mitchell, Matthew ()",,"Mitchell, Matthew ()",6,1,,2.21,,https://app.dimensions.ai/details/publication/pub.1072710714,"46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
797,pub.1072710651,10.5210/fm.v6i4.847,,,Afya: Social and digital technologies that reach across the digital divide,,,First Monday,,,2001-04-02,2001,2001-04-02,,6,4,,Closed,Article,"Bishop, Ann Peterson; Bazzell, Imani; Mehra, Bharat; Smith, Cynthia","Bishop, Ann Peterson (); Bazzell, Imani (); Mehra, Bharat (); Smith, Cynthia ()",,"Bishop, Ann Peterson (); Bazzell, Imani (); Mehra, Bharat (); Smith, Cynthia ()",11,1,,4.28,,https://app.dimensions.ai/details/publication/pub.1072710651,"46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
796,pub.1072232099,10.4102/sajim.v7i3.273,,,Preliminaries into problems to access information – the digital divide and rural communities,,,South African Journal of Information Management,,,2005-12-08,2005,2005-12-08,,7,3,,All OA; Gold,Article,"Sikhakhane, B.; Lubbe, S.","Sikhakhane, B. (); Lubbe, S. ()",,"Sikhakhane, B. (); Lubbe, S. ()",2,0,,0.78,https://sajim.co.za/index.php/sajim/article/download/273/264,https://app.dimensions.ai/details/publication/pub.1072232099,46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies,
796,pub.1063750732,10.1177/016555102320387426,,,"National Information Policy developments worldwide II: universal access, addressing the digital divide",,,Journal of Information Science,,,2002-08-01,2002,,2002-08-01,28,4,263-274,Closed,Article,"Muir, A.; Oppenheim, C.","Muir, A. (); Oppenheim, C. ()",,"Muir, A. (); Oppenheim, C. ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1063750732,46 Information and Computing Sciences; 4610 Library and Information Studies,3 Good Health and Well Being
796,pub.1072710656,10.5210/fm.v6i4.852,,,"Bridging the digital divide: State government as content provider, the Illinois experience",,,First Monday,,,2001-04-02,2001,2001-04-02,,6,4,,Closed,Article,"Craig, Anne","Craig, Anne ()",,"Craig, Anne ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1072710656,"46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
796,pub.1054736579,10.1016/j.intcom.2004.10.002,,,Net neighbours: adapting HCI methods to cross the digital divide,,,Interacting with Computers,,,2005-01,2005,,2005-01,17,1,35-56,Closed,Article,"Blythe, Mark; Monk, Andrew","Blythe, Mark (); Monk, Andrew ()",,"Blythe, Mark (); Monk, Andrew ()",18,1,,3.72,,https://app.dimensions.ai/details/publication/pub.1054736579,46 Information and Computing Sciences; 4608 Human-Centred Computing,
795,pub.1036718468,10.1080/1097198x.1999.10856255,,,Information Technology in Developing Countries: Closing the Digital Divide,,,Journal of Global Information Technology Management,,,1999-07,1999,2014-09-09,1999-07,2,3,1-4,Closed,Article,"Davison, Robert; Harris, Roger; Vogel, Doug; de Vreede, Gert Jan","Davison, Robert (); Harris, Roger (); Vogel, Doug (); de Vreede, Gert Jan ()",,"Davison, Robert (); Harris, Roger (); Vogel, Doug (); de Vreede, Gert Jan ()",3,1,,,,https://app.dimensions.ai/details/publication/pub.1036718468,46 Information and Computing Sciences; 4609 Information Systems,
795,pub.1071353650,10.3727/109830512x13283928066887,,,Strategic Implications for Overcoming Communication Gaps in Tourism Caused by Digital Divide,,,Information Technology & Tourism,,,2011-03-01,2011,,2011-03-01,13,3,205-214,Closed,Article,"Maurer, Christian; Lutz, Veronika","Maurer, Christian (); Lutz, Veronika ()",,"Maurer, Christian (); Lutz, Veronika ()",2,1,,,,https://app.dimensions.ai/details/publication/pub.1071353650,"35 Commerce, Management, Tourism and Services; 46 Information and Computing Sciences",
794,pub.1030874215,10.1080/10572317.2003.10762600,,,Rethinking the Indian Digital Divide: The Present State of Digitization in Indian Management Libraries,"In this paper efforts have been made to analyze the present status of digitization of Indian Management Libraries through a survey carried out in 500 management libraries in India. The issues such as library automation, development of digital libraries, and use of bar code and smart card technology have been discussed. Issues responsible for the widening of the digital divide have been identified.",,The International Information & Library Review,,,2003-06,2003,2013-12-02,2003-06,35,2-4,189-203,Closed,Article,"Gaur, Ramesh C","Gaur, Ramesh C (Chief Librarian, Institute of Management Technology, Ghaziabad, India, ., rcgaur@imt.ac.in, ramesh_c_gaur@hotmail.com)",,"Gaur, Ramesh C (Institute of Management Technology)",3,0,,1.98,,https://app.dimensions.ai/details/publication/pub.1030874215,46 Information and Computing Sciences; 4610 Library and Information Studies,
794,pub.1061051122,10.1108/info.2002.27204caa.001,,,Bridging the global digital divide – a costly mistake?,,,Info,,,2002-06-01,2002,,2002-06-01,4,3,,Closed,Article,"Blackman, Colin","Blackman, Colin ()",,"Blackman, Colin ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1061051122,38 Economics; 3801 Applied Economics,
794,pub.1030774355,10.1177/034003520102700508,,,Lifelong Learning: Bridging the Digital Divide and Planning for the Future,,,IFLA Journal,,,2001-10,2001,2016-09-03,2001-10,27,5-6,328-329,Closed,Article,"Raseroka, H. Kay","Raseroka, H. Kay ()",,"Raseroka, H. Kay ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1030774355,46 Information and Computing Sciences; 4611 Machine Learning,
