"About the data: Exported on Oct 14, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 1999 or 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007 or 2008 or 2009 or 2010 or 2011; Fields of Research (ANZSRC 2020) is 38 Economics or 35 Commerce, Management, Tourism and Services or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1025033856,10.1007/978-3-642-15476-8_9,Preface,"Network of the Future Conference deals with important paradigms for the post-IP generation: new architectures, knowledge and piloting planes, network virtualization, green technologies, sensor networks, mobile and wireless networks, and strong security. In these proceedings, these seven paradigms are described in different sections. From the material proposed in this book, it is possible to deduce what could be the future Internet or post-IP generation.",IFIP Advances in Information and Communication Technology,2010,327,,85-85,"Pujolle, Guy; Raghavan, S. V.",,,https://app.dimensions.ai/details/publication/pub.1025033856,0,
pub.1015936089,10.1080/01972240309489,Geo-Policy Barriers and Rural Internet Access: The Regulatory Role in Constructing the Digital Divide,"A combination of geography, public policy, and commercial investment in information infrastructure combines to create geo-policy barriers that in turn structure the ability of rural citizens to access the Internet. A statistical study of 208 rural telephone exchanges in Texas combined with case studies from rural counties explores the impact of distance and policies aimed at enabling rural telephone connection on the presence of Internet service providers. Market territories, including exchange areas and LATAs, and the distance requirements of expanded local calling policy in Texas can both help and hinder Internet access in remote areas.",The Information Society,2003,19,4,287-295,"Nicholas, Kyle",Old Dominion University,United States,https://app.dimensions.ai/details/publication/pub.1015936089,20,
pub.1001786357,10.1007/s10209-004-0093-y,Design for participation: providing access to e-information for older adults,"Electronic information sources are becoming increasingly more prolific and offer a huge potential for those able to use them. However, for those unable to access those services, there is the risk of being further disadvantaged by continued exclusion from an increasing number of services. This paper presents two examples of kiosks designed to help principally older adults access online governmental information sources. The design issues identified and the implications for future kiosk interface designs, both for hardware and software, are also discussed.",Universal Access in the Information Society,2004,3,2,149-163,"Keates, Simeon; Clarkson, P. John; Robinson, Peter",University of Cambridge,United Kingdom,https://app.dimensions.ai/details/publication/pub.1001786357,6,"[Young, R. T. P.]|[]|Universal Access and Assistive Technology|2002|||141-150|10.1007/978-1-4471-3719-1_14|pub.1003442765|3;[Männikkö-Barbutiu, Sirkku]|[]|Lecture Notes in Computer Science|2002|2398||628-634|10.1007/3-540-45491-8_121|pub.1014466938|2;[Pieper, M.; Morasch, H.; Piéla, G.]|[ur.07452034627.40; ur.012662004463.82; ur.015052326063.14]|Universal Access and Assistive Technology|2002|||119-130|10.1007/978-1-4471-3719-1_12|pub.1020139062|4;[Bühler, Christian]|[ur.01161640677.62]|Lecture Notes in Computer Science|2002|2398||3-5|10.1007/3-540-45491-8_2|pub.1025063175|6;[Coleman, Roger]|[ur.014357241235.05]|Applied Ergonomics|1993|24|1|5-8|10.1016/0003-6870(93)90152-y|pub.1025497583|17;[Cooper, Alan]|[]|Berichte des German Chapter of the ACM|1999|53||17-17|10.1007/978-3-322-99786-9_1|pub.1034051799|730"
pub.1042593502,10.1007/978-0-387-75734-6_9,Online Shopping,"This chapter provides an overview of recent research related to online shopping and the conceptual frameworks that have guided that research. Specifically, the chapter addresses research related to who shops online and who does not, what attracts consumers to shop online, how and what consumers do when shopping online, and factors that might slow the growth in consumer online activities. The chapter reports on research related to the online shopping process, including consumer perceptions of privacy and security, as well as online information search. Directions for future research are suggested.",Handbook of Consumer Finance Research,2008,,,137-159,"Cai, Yi; Cude, Brenda J.","California State University, Northridge",United States,https://app.dimensions.ai/details/publication/pub.1042593502,6,"[Pitt, Leyland F.; Berthon, Pierre R.; Watson, Richard T.; Zinkhan, George M.]|[ur.07416714651.89; ur.013426067347.46; ur.012611725373.97; ur.011316610157.93]|Business Horizons|2002|45|4|7-14|10.1016/s0007-6813(02)00220-3|pub.1000309822|133;[FULK, JANET; STEINFIELD, CHARLES W.; SCHMITZ, JOSEPH; POWER, J. GERARD]|[ur.013307160407.53; ur.013651017147.33; ur.013276540131.85; ]|Communication Research|1987|14|5|529-552|10.1177/009365087014005005|pub.1000494144|457;[Darden, William R.; Dorsch, Michael J.]|[ur.015720340065.48; ur.010631010505.00]|Journal of Business Research|1990|21|3|289-308|10.1016/0148-2963(90)90034-b|pub.1002920255|57;[Davis, Fred D.]|[]|International Journal of Human-Computer Studies|1993|38|3|475-487|10.1006/imms.1993.1022|pub.1005482235|2223;[Hassani, Sara Nephew]|[]|Poetics|2006|34|4-5|250-272|10.1016/j.poetic.2006.05.007|pub.1006455939|90;[Nachmias, Rafi; Gilad, Amir]|[ur.011126562342.17; ]|Journal of Research on Technology in Education|2002|34|4|475-486|10.1080/15391523.2002.10782362|pub.1006745003|39;[Chevalier, Judith A.; Mayzlin, Dina]|[ur.014217274642.05; ur.014231231142.43]|Journal of Marketing Research|2006|43|3|345-354|10.1509/jmkr.43.3.345|pub.1006945322|3610;[PALMER, JONATHAN W.]|[]|The Information Society|1997|13|1|75-91|10.1080/019722497129296|pub.1007043644|33;[O’Cass, Aron; Fenech, Tino]|[ur.011601233751.48; ur.016372764131.49]|Journal of Retailing and Consumer Services|2003|10|2|81-94|10.1016/s0969-6989(02)00004-8|pub.1007623111|364;[Shim, Soyeon; Eastlick, Mary Ann; Lotz, Sherry L; Warrington, Patricia]|[ur.015643636541.04; ur.016246570217.33; ur.016543650160.49; ur.07774602051.23]|Journal of Retailing|2001|77|3|397-416|10.1016/s0022-4359(01)00051-3|pub.1007706883|594;[Kau, Ah Keng; Tang, Yingchan E.; Ghose, Sanjoy]|[ur.012421102463.71; ; ur.014673231545.83]|Journal of Consumer Marketing|2003|20|2|139-156|10.1108/07363760310464604|pub.1007952485|148;[Rosen, Kenneth T.; Howard, Amanda L.]|[; ]|California Management Review|2000|42|3|72-100|10.2307/41166043|pub.1008737664|110;[Milne, George R.; Culnan, Mary J.; Greene, Henry]|[ur.016402735527.58; ur.015162515745.39; ]|Journal of Public Policy & Marketing|2006|25|2|238-249|10.1509/jppm.25.2.238|pub.1012349259|109;[Forsythe, Sandra M; Shi, Bo]|[ur.013502053632.45; ]|Journal of Business Research|2003|56|11|867-875|10.1016/s0148-2963(01)00273-9|pub.1013604450|726;[van Dijk, Jan A.G.M.]|[ur.016570250333.33]|Poetics|2006|34|4-5|221-235|10.1016/j.poetic.2006.05.004|pub.1014130665|741;[Kulviwat, Songpol; Guo, Chiquan; Engchanil, Napatsawan]|[ur.010175632103.82; ur.015063506145.83; ur.014350736241.06]|Internet Research|2004|14|3|245-253|10.1108/10662240410542670|pub.1015209216|89;[Selwyn, Neil]|[ur.010274414500.72]|Poetics|2006|34|4-5|273-292|10.1016/j.poetic.2006.05.003|pub.1017218946|154;[Klein, Lisa R.; Ford, Gary T.]|[ur.010545614045.32; ur.011343174445.06]|Journal of Interactive Marketing|2003|17|3|29-49|10.1002/dir.10058|pub.1019397115|221;[Zhang, Honggang; Salvendy, Gavriel]|[; ur.01246010021.75]|International Journal of Human-Computer Interaction|2001|13|1|75-95|10.1207/s15327590ijhc1301_5|pub.1020625793|31;[Golob, Thomas F]|[ur.011560205347.77]|Transportation Research Part B Methodological|2003|37|1|1-25|10.1016/s0191-2615(01)00046-7|pub.1020699088|635;[LaRose, Robert; Rifon, Nora]|[ur.0634303551.63; ur.014625413001.01]|New Media & Society|2006|8|6|1009-1029|10.1177/1461444806069652|pub.1021630112|47;[Childers, Terry L.; Carr, Christopher L.; Peck, Joann; Carson, Stephen]|[ur.07747004011.02; ur.013154604327.37; ur.010211107355.54; ]|Journal of Retailing|2001|77|4|511-535|10.1016/s0022-4359(01)00056-2|pub.1024305815|1778;[Davies, Mark; Pitt, Leyland; Shapiro, Daniel; Watson, Richard]|[; ur.07416714651.89; ur.07734550455.45; ur.012611725373.97]|European Management Journal|2005|23|5|533-541|10.1016/j.emj.2005.09.008|pub.1025765650|17;[McColl‐Kennedy, Janet R.; Fetter, Richard E.]|[ur.015453515462.41; ur.07550041117.03]|Journal of Services Marketing|1999|13|3|242-265|10.1108/08876049910273871|pub.1026107273|30;[RIFON, NORA J.; LaROSE, ROBERT; CHOI, SEJUNG MARINA]|[ur.014625413001.01; ur.0634303551.63; ur.010262623547.49]|Journal of Consumer Affairs|2005|39|2|339-362|10.1111/j.1745-6606.2005.00018.x|pub.1027978050|165;[Ajzen, Icek]|[ur.011652717561.39]|Organizational Behavior and Human Decision Processes|1991|50|2|179-211|10.1016/0749-5978(91)90020-t|pub.1028082114|43112;[MIYAZAKI, ANTHONY D.; KRISHNAMURTHY, SANDEEP]|[; ur.012250174253.32]|Journal of Consumer Affairs|2002|36|1|28-49|10.1111/j.1745-6606.2002.tb00419.x|pub.1031265289|168;[George, Joey F.]|[ur.014742024200.40]|Internet Research|2002|12|2|165-180|10.1108/10662240210422521|pub.1031363298|171;[Coase, R. H.]|[]|Economica|1937|4|16|386-405|10.1111/j.1468-0335.1937.tb00002.x|pub.1033636844|13164;[Swinyard, William R.; Smith, Scott M.]|[ur.01154401174.58; ur.013522647663.29]|Psychology and Marketing|2003|20|7|567-597|10.1002/mar.10087|pub.1036064055|245;[Gunkel, David J.]|[]|New Media & Society|2003|5|4|499-522|10.1177/146144480354003|pub.1038412444|201;[Bellman, Steven; Lohse, Gerald L.; Johnson, Eric J.]|[ur.012277655023.85; ur.01247570327.55; ur.01324023154.96]|Communications of the ACM|1999|42|12|32-38|10.1145/322796.322805|pub.1039269900|441;[Klein, Lisa R.]|[]|Journal of Business Research|1998|41|3|195-203|10.1016/s0148-2963(97)00062-3|pub.1039641612|543;[Miyazaki, Anthony D.; Fernandez, Ana]|[ur.012633676625.98; ur.013362000625.47]|Journal of Public Policy & Marketing|2000|19|1|54-61|10.1509/jppm.19.1.54.16942|pub.1040329284|210;[Saad, Gad; Russo, J.Edward]|[ur.011763564143.22; ur.0716725761.70]|Organizational Behavior and Human Decision Processes|1996|67|3|258-270|10.1006/obhd.1996.0078|pub.1041246085|50;[Kraut, Robert; Kiesler, Sara; Boneva, Bonka; Cummings, Jonathon; Helgeson, Vicki; Crawford, Anne]|[ur.01065212052.21; ur.01345706760.32; ur.07516476503.98; ur.013506156751.21; ur.0653450316.31; ur.011157552703.18]|Journal of Social Issues|2002|58|1|49-74|10.1111/1540-4560.00248|pub.1046516269|1333;[Ratchford, Brian T.; Lee, Myung-Soo; Talukdar, Debabrata]|[ur.010007613656.52; ur.013125547151.58; ur.015257544473.61]|Journal of Marketing Research|2003|40|2|193-209|10.1509/jmkr.40.2.193.19221|pub.1048206112|206;[Peterson, Robert A.; Merino, Maria C.]|[ur.010144646231.52; ur.011537607231.68]|Psychology and Marketing|2003|20|2|99-121|10.1002/mar.10062|pub.1050664807|267;[Liang, Ting-Peng; Huang, Jin-Shiang]|[ur.012200031617.83; ur.015213176713.91]|Decision Support Systems|1998|24|1|29-43|10.1016/s0167-9236(98)00061-x|pub.1051301555|447;[Sonnemans, Joep]|[ur.012713725071.29]|Journal of Economic Behavior & Organization|1998|35|3|309-332|10.1016/s0167-2681(98)00051-1|pub.1053508161|75;[Srinivasan, Narasimhan; Ratchford, Brian T.]|[ur.016654023511.01; ur.010007613656.52]|Journal of Consumer Research|1991|18|2|233|10.1086/209255|pub.1058528842|374;[Stigler, George J.]|[]|Journal of Political Economy|1961|69|3|213-225|10.1086/258464|pub.1058571945|3897;[Kazmer, Michelle M.]|[ur.01256612671.55]|The Library Quarterly|2005|75|2|190-212|10.1086/431333|pub.1058717045|21;[Hoffman, Donna L.; Novak, Thomas P.; Chatterjee, Patrali]|[ur.012006702007.15; ur.014177223407.00; ur.014100620550.44]|Journal of Computer-Mediated Communication|2006|1|3|0-0|10.1111/j.1083-6101.1995.tb00165.x|pub.1061923489|386;[Schmidt, Jeffrey B.; Spreng, Richard A.]|[ur.014410002435.18; ur.011666721103.10]|Journal of the Academy of Marketing Science|1996|24|3|246-256|10.1177/0092070396243005|pub.1063722572|378;[Peterson, Robert A.; Balasubramanian, Sridhar; Bronnenberg, Bart J.]|[ur.010144646231.52; ; ur.010014543225.42]|Journal of the Academy of Marketing Science|1997|25|4|329|10.1177/0092070397254005|pub.1063722642|786;[Polat, Rabia Karakaya]|[ur.015052333607.14]|European Journal of Communication|2005|20|4|435-459|10.1177/0267323105058251|pub.1063796559|213;[Kwon, Kyoung-Nan; Lee, Jinkook]|[ur.011175466725.45; ur.01313210556.44]|Clothing and Textiles Research Journal|2003|21|4|174-184|10.1177/0887302x0402100404|pub.1063862330|26;[Bakos, Yannis; Brynjolfsson, Erik]|[ur.011426007706.48; ur.016410366727.06]|Marketing Science|2000|19|1|63-82|10.1287/mksc.19.1.63.15182|pub.1064713475|349;[Lynch, John G.; Ariely, Dan]|[ur.016515343445.09; ur.01312451030.82]|Marketing Science|2000|19|1|83-103|10.1287/mksc.19.1.83.15183|pub.1064713476|615;[Bakos, J. Yannis]|[ur.013021137517.15]|Management Science|1997|43|12|1676-1692|10.1287/mnsc.43.12.1676|pub.1064721583|1327;[Alba, Joseph; Lynch, John; Weitz, Barton; Janiszewski, Chris; Lutz, Richard; Sawyer, Alan; Wood, Stacy]|[ur.016361323301.10; ur.016515343445.09; ur.010137057217.77; ur.013475070256.15; ur.011531650145.38; ur.013124611145.69; ur.015315132545.39]|Journal of Marketing|1997|61|3|38|10.2307/1251788|pub.1069417419|967;[Hoffman, Donna L.; Novak, Thomas P.]|[; ]|Journal of Marketing|1996|60|3|50|10.2307/1251841|pub.1069417464|2379;[Urbany, Joel E.; Dickson, Peter R.; Kalapurakal, Rosemary]|[ur.014251116267.70; ur.013027241605.06; ur.014122101141.78]|Journal of Marketing|1996|60|2|91|10.2307/1251933|pub.1069417539|208;[Kang, Jerry]|[]|Stanford Law Review|1998|50|4|1193|10.2307/1229286|pub.1102024302|118;[Suh, Bomil; Han, Ingoo]|[ur.07412277667.82; ur.015173461745.64]|International Journal of Electronic Commerce|2003|7|3|135-161|10.1080/10864415.2003.11044270|pub.1105614962|451;[]|[]|The Wired Homestead|2003||||10.7551/mitpress/7252.003.0018|pub.1110625061|3"
pub.1010670540,10.1111/j.1435-5957.2005.00012.x,The regional cost gap of the Japanese local telecommunications service,Abstract.  The focus of the Japanese local telecommunications policy is shifting towards solving the problem of the digital divide that accompanies the spread of high-speed and broadband services. The article estimates a translog cost function of two outputs – the standard telephone service and the leased circuit service – and measures the regional gap of those stand-alone costs and incremental costs. The main point we make is that the cost gap for the leased circuit service is larger than that for the standard telephone service among the 11 Nippon Telegraph and Telephone (NTT) regional offices.,Papers of the Regional Science Association,2005,84,2,183-199,"Ida, Takanori; Asai, Sumiko",Kyoto University; Otsuma Women's University,Japan; Japan,https://app.dimensions.ai/details/publication/pub.1010670540,2,"[Resende, Marcelo]|[ur.010647117317.17]|Information Economics and Policy|1999|11|1|23-44|10.1016/s0167-6245(98)00020-1|pub.1001012129|23;[Bohlin, Erik]|[ur.013334133323.32]|Telecommunications Policy|1997|21|2|79-84|10.1016/s0308-5961(97)83763-9|pub.1015822569|7;[Palmer, Karen]|[]|Economics Letters|1991|35|4|457-460|10.1016/0165-1765(91)90019-h|pub.1019336036|6;[Khaled, M.; Adams, M. B.; Pickford, M.]|[; ; ]|Manchester School|2001|69|3|327-349|10.1111/1467-9957.00251|pub.1023730987|12;[Kim, H. Youn]|[ur.011105034331.09]|Applied Economics|1987|19|6|733-741|10.1080/00036848700000105|pub.1041124807|23;[Toft, Anders; Bjørndal, Trond]|[; ur.01343705463.86]|Journal of Productivity Analysis|1997|8|3|247-267|10.1023/a:1007703620674|pub.1041196733|9;[Oniki, Hajime; Oum, Tae Hoon; Stevenson, Rodney; Zhang, Yimin]|[ur.011013321071.40; ur.011306361125.04; ur.010316102025.93; ur.014762572533.86]|Journal of Productivity Analysis|1994|5|1|63-79|10.1007/bf01073598|pub.1041773701|15;[RÖller, Lars-Hendrik]|[ur.015270256445.92]|Applied Economics|1990|22|12|1661-1674|10.1080/00036849000000072|pub.1042677758|44;[Nemoto, Jiro; Asai, Sumiko]|[ur.014113302521.50; ur.07556623461.01]|Japan and the World Economy|2002|14|3|305-320|10.1016/s0922-1425(02)00005-1|pub.1048910518|7;[McKenzie, David J.; Small, John P.]|[; ]|Journal of Regulatory Economics|1997|12|2|147-157|10.1023/a:1007901511399|pub.1050324150|31;[Sueyoshi, Toshiyuki]|[]|Management Science|1996|42|9|1326-1351|10.1287/mnsc.42.9.1326|pub.1064721543|59;[Pulley, Lawrence B.; Braunstein, Yale M.]|[; ur.015603116314.00]|The Review of Economics and Statistics|1992|74|2|221|10.2307/2109653|pub.1069765793|138;[Palmer, Karen]|[]|The RAND Journal of Economics|1992|23|3|415|10.2307/2555871|pub.1069991626|42"
pub.1008874610,10.1016/s0740-8188(99)00017-1,Public Libraries and Networked Information Services in Low-Income Communities,"This article presents findings from an empirical study of community information exchange and computer access and use among low-income, predominantly African-American residents in one locale. Data were collected through household interviews, focus groups, and surveys. Results indicate that, while computer use is minimal, many low-income community members are poised to participate in the local development of networked information services. The article emphasizes appropriate roles for public libraries in community-wide efforts to bridge the digital divide that cuts computer use along socioeconomic lines.",Library & Information Science Research,1999,21,3,361-390,"Bishop, Ann P; Tidline, Tonyia J; Shoemaker, Susan; Salela, Pamela",University of Illinois Urbana-Champaign,United States,https://app.dimensions.ai/details/publication/pub.1008874610,48,"[Virnoche, Mary E.]|[ur.012600762251.31]|Science Technology & Human Values|1998|23|2|199-220|10.1177/016224399802300203|pub.1004384054|22;[Bertot, John Carlo; McClure, Charles R]|[ur.011253735727.32; ur.011622741644.06]|Library & Information Science Research|1999|21|3|281-298|10.1016/s0740-8188(99)00014-6|pub.1006794270|9;[Pettigrew, Karen E.]|[]|Information Processing & Management|1999|35|6|801-817|10.1016/s0306-4573(99)00027-8|pub.1009438528|165;[Kraut, Robert; Scherlis, William; Mukhopadhyay, Tridas; Manning, Jane; Kiesler, Sara]|[ur.01065212052.21; ur.010534440251.33; ur.01263333020.18; ur.013513232455.43; ur.01345706760.32]|Communications of the ACM|1996|39|12|55-63|10.1145/240483.240493|pub.1010821654|160;[Whyte, William Foote]|[ur.010026366177.57]|Nursing Research|1992|41|4|235|10.1097/00006199-199207000-00009|pub.1014448718|130;[MUELLER, MILTON L.]|[]|The Information Society|1996|12|3|273-292|10.1080/019722496129468|pub.1023195542|31;[Chatman, Elfreda A.]|[ur.013651330727.81]|Journal of the Association for Information Science and Technology|1996|47|3|193-206|10.1002/(sici)1097-4571(199603)47:3<193::aid-asi3>3.0.co;2-t|pub.1030071908|348;[Shuler, John A]|[]|Government Information Quarterly|1997|14|2|214-215|10.1016/s0740-624x(97)90025-3|pub.1030495337|59;[Twidale, Michael B.; Nichols, David M.; Paice, Chris D.]|[ur.012232035641.15; ur.013640673027.35; ur.012307763343.11]|Information Processing & Management|1997|33|6|761-783|10.1016/s0306-4573(97)00040-x|pub.1035566620|155;[Chatman, Elfreda A.]|[ur.013651330727.81]|Journal of the Association for Information Science and Technology|1999|50|3|207-217|10.1002/(sici)1097-4571(1999)50:3<207::aid-asi3>3.0.co;2-8|pub.1036367765|210;[Pettigrew, Karen E; Durrance, Joan C; Vakkari, Pertti]|[ur.011027201047.60; ur.015272647773.53; ur.013727607057.12]|Library & Information Science Research|1999|21|3|327-360|10.1016/s0740-8188(99)00016-x|pub.1039329661|9;[Barker, Judith C.; Morrows, Joelle; Mitteness, Linda S.]|[ur.0662500201.46; ; ur.01115536043.05]|Journal of Aging Studies|1998|12|2|199-222|10.1016/s0890-4065(98)90015-9|pub.1040814690|54;[Chatman, Elfreda A.]|[ur.013651330727.81]|Journal of the Association for Information Science and Technology|1991|42|6|438-449|10.1002/(sici)1097-4571(199107)42:6<438::aid-asi6>3.0.co;2-b|pub.1048472354|198;[Agada, John]|[ur.013135760737.01]|Journal of the Association for Information Science and Technology|1999|50|1|74-85|10.1002/(sici)1097-4571(1999)50:1<74::aid-asi9>3.0.co;2-f|pub.1049625497|90;[Rogers, Everett M.; Collins‐Jarvis, Lori; Schmitz, Joseph]|[ur.01000703647.95; ur.010040537627.47; ur.013276540131.85]|Journal of the Association for Information Science and Technology|1994|45|6|401-410|10.1002/(sici)1097-4571(199407)45:6<401::aid-asi6>3.0.co;2-n|pub.1051248327|71;[George, R. Varkki]|[ur.012025127301.08]|Journal of Planning Education and Research|1999|18|4|364-365|10.1177/0739456x9901800410|pub.1053780970|7;[Uehara, Edwina]|[ur.01117552402.81]|American Journal of Sociology|1990|96|3|521-557|10.1086/229571|pub.1058549069|224;[]|[]|The Library Quarterly|1996|66|4|373-407|10.1086/602910|pub.1058808392|12;[Chaskin, Robert J.]|[]|Social Service Review|1997|71|4|521-547|10.1086/604277|pub.1058809747|168;[Venkatesh, Sudhir Alladi]|[ur.010766137251.17]|Social Service Review|1997|71|4|574-606|10.1086/604279|pub.1058809749|16;[Hoffman, Donna L.; Novak, Thomas P.]|[ur.012265731146.27; ur.012777630633.16]|Science|1998|280|5362|390-391|10.1126/science.280.5362.390|pub.1062560768|271;[Star, Susan Leigh; Ruhleder, Karen]|[ur.015142606113.00; ur.012711646523.17]|Information Systems Research|1996|7|1|111-134|10.1287/isre.7.1.111|pub.1064711993|1444;[Nardi, Bonnie; O'Day, Vicki]|[ur.012361270012.98; ur.013342517701.95]|First Monday|1999|4|5||10.5210/fm.v4i5.669|pub.1072710489|118"
pub.1095821174,10.1109/iwssc.2008.4656783,ULE Security Implementation in PLATINE,"Satellites are expected to play an essential role in bridging the “digital divide”; satellite networks are likely to be the only way to provide broadband services to regions that cannot be economically reached by terrestrial networks, in particular the more remote regions of Europe and the rest of the world. Security can be a problem for such global services. This paper presents a link layer security solution and how it is implemented for the Unidirectional Lightweight Encapsulation (ULE). A satellite testbed is constructed where the ULE security implementation is validated. The experiments results are presented in this paper.",2008 IEEE International Workshop on Satellite and Space Communications,2008,,,188-192,"Liang, L.; Cruickshank, H.; Sun, Z.; Fan, L.; Iyengar, S.; Mazzella, M.; Barvaux, D.",University of Surrey; Thales (France),United Kingdom; France,https://app.dimensions.ai/details/publication/pub.1095821174,0,"[Liang, Lei; Fan, Linghang; Cruickshank, Haitham; Sun, Zhili; Baudoin, Cedric; Barvaux, Didier]|[ur.016200076433.39; ur.011047157513.73; ur.016047270675.49; ur.011473642647.70; ur.011613542107.48; ur.016123515323.56]|26th International Communications Satellite Systems Conference (ICSSC)|2008||||10.2514/6.2008-5521|pub.1013523780|1"
pub.1037401351,10.1007/978-3-642-02707-9_76,HCI Standards for Handicapped,"The study presents conclusions from the project realization so far. The main aim of the project is to work out the rules of evaluation and validation of application interfaces on the basis of study of the process of man-computer communication. The target group for the benefit of which the research will be carried out are disabled persons and people over 55 years of age. The disabled and the elderly, are in the social stratum systematically ignored by software producers and internet service providers as a target group of computer users.",Lecture Notes in Computer Science,2009,5614,,672-676,"Wisniewski, Zbigniew; Polak-Sopinska, Aleksandra",Lodz University of Technology,Poland,https://app.dimensions.ai/details/publication/pub.1037401351,4,
pub.1094266642,10.1109/iwssc.2008.4656764,OURSES: Medical assistance over Satellite,"Today, the digital divide originated by the unequal coverage of regions by terrestrial broadband solutions (xDSL, cable, optic fiber, etc) remains unfortunately an unsolved issue in a number of areas in Europe. Many regional, national and European policies have been defined in order to enable equal access to broadband communications for all citizens in all territories. The present article describes the activities carried out in the framework of the OURSES project that contributes to the development of the Information Society in accordance to these policies by addressing in particular the context of e-health assistance platforms and the satellite and wireless technologies.",2008 IEEE International Workshop on Satellite and Space Communications,2008,,,119-123,"Inigo, Patricia; Durin, Bernard; Girault, Nicolas; Verelst, Greet",,,https://app.dimensions.ai/details/publication/pub.1094266642,2,
pub.1041446795,10.1108/02640470710837128,E‐Sri Lanka: bridging the digital divide,"Purpose The overall aim of this study is to examine the impact of e‐Sri Lanka's Telecentre Development Programme in bridging the digital divide.   Design/methodology/approach A survey research method was used in the study to collect qualitative and quantitative data from actual and potential Telecentre users in relevant communities. The study was carried out through a survey. The primary sample comprised of 30 percent of the Telecentres. The secondary sample included users and potential users around the Telecentres. The total number of users and potential users was 338. The study was conducted from early January 2005 to the of end February 2006.   Findings The survey data disclosed that still only a small percentage of the total population are aware of Telecentres and use the facilities offered by them. The crucial factor affecting usage is language. According to the majority of respondents, as they understand only native languages they have not benefited from services such as like the internet and e‐mail. The content or the information that can be offered through Telecentres plays a pivotal role in this regard. Out of the 70 percent of rural population, the majority are not familiar with the English language. Therefore, Sinhala‐ and Tamil‐speaking people are disadvantaged. The survey data confirms that all Telecentres are highly (100 per cent) dependent on subsidies provided by ICTA. Hence, the sustainability of Telecentres is questionable at present.   Research limitations/implications The Telecentres situated in the North East region had to be excluded from the study due to the resumption of hostilities between the Government of Sri Lanka and the Liberation Tigers of Tamil Eelam (LTTE), and a corresponding lack of access and security in the region. The North East Province contains 9.84 per cent of Telecentres set up under the project.   Practical implications The findings of the study will help policy makers, decision makers and donors to properly address the key issues such as connectivity, accessibility, content and services, sustainability, skills development, partnerships with stakeholders and the needs of disadvantaged groups. Further, the problems and successes identified by the study will be useful for policy and decision makers to ensure the sustainability of the Telecentres and how the e‐Sri Lanka initiative and especially the 1,000 Telecentre project could be used to narrow the digital divide in Sri Lanka.   Originality/value This will be the first in‐depth study on the Telecentres, which are one of the major components of the government's e‐Sri Lanka initiative. The findings and methods used to analyse the data will be relevant to future studies of community‐based ICT initiatives and the broader areas of information‐seeking, information‐seeking behaviour, and user needs.",The Electronic Library,2007,25,6,693-710,"Gamage, Premila; Halpin, Edward F.",Institute of Policy Studies of Sri Lanka; Leeds Beckett University,Sri Lanka; United Kingdom,https://app.dimensions.ai/details/publication/pub.1041446795,28,"[Manohar, B. Murali]|[ur.01112151243.72]|Information Development|2005|21|1|47-52|10.1177/0266666905051913|pub.1053966762|7"
